Date/Time;Environment:Site Outdoor Air Drybulb Temperature [C](Hourly);BUREAU:Zone Operative Temperature [C](Hourly);BUREAU IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly);BUREAU:Zone Heat Index [C](Hourly) 
 08/05  09:00:00;28.7;28.67385434080943;3704020.484036434;0.0 
 08/05  10:00:00;29.666666666666668;28.83259973230409;4061504.237025733;0.0 
 08/05  11:00:00;31.05;29.072255088276062;4668354.2691666195;0.0 
 08/05  12:00:00;32.791666666666664;29.371138314035232;5503242.052143383;0.0 
 08/05  13:00:00;34.199999999999996;29.69822574079805;6490289.3779813135;0.0 
 08/05  14:00:00;35.34166666666667;30.024920933028017;7525353.409164669;0.0 
 08/05  15:00:00;36.5;30.33759876740589;8522932.972465707;0.0 
 08/05  16:00:00;37.583333333333336;30.605352339207943;9370049.094174534;0.0 
 08/05  17:00:00;38.0;30.773300399229814;9881825.062024102;0.0 
 08/05  18:00:00;36.833333333333336;30.77935608318216;266536610.80313078;0.0 
 08/05  19:00:00;35.416666666666664;30.61560882469924;278329195.59056836;0.0 
 08/05  20:00:00;34.300000000000004;30.35704832730771;259126952.92428747;0.0 
 08/05  21:00:00;33.15833333333333;30.10993828619648;228275657.34043938;0.0 
 08/05  22:00:00;32.291666666666664;29.898621096406625;203436373.95461935;0.0 
 08/05  23:00:00;31.416666666666668;29.714596282252188;177207096.75224057;0.0 
 08/05  24:00:00;31.0;29.556648482262972;164428804.75790635;0.0 
 08/06  01:00:00;30.766666666666666;29.418099961562813;157466372.47091976;0.0 
 08/06  02:00:00;30.366666666666664;29.286314344280253;148919346.7192012;0.0 
 08/06  03:00:00;29.96666666666667;29.162834574066594;138428325.29386014;0.0 
 08/06  04:00:00;29.566666666666666;29.045258084779437;128295396.77722725;0.0 
 08/06  05:00:00;29.224999999999998;28.931752541064373;119929144.03925626;0.0 
 08/06  06:00:00;28.866666666666664;28.82122978061022;109463048.99362297;0.0 
 08/06  07:00:00;28.525000000000002;28.73329369313366;99715821.20615512;0.0 
 08/06  08:00:00;28.166666666666668;28.741577680602465;89955157.25493783;0.0 
 08/06  09:00:00;28.641666666666666;28.800901757257122;106215113.14246398;0.0 
 08/06  10:00:00;30.208333333333332;28.957494414913743;148834644.2794021;0.0 
 08/06  11:00:00;31.583333333333332;29.177106971864394;179889771.16080058;0.0 
 08/06  12:00:00;33.4;29.436740963022373;228315375.53834492;0.0 
 08/06  13:00:00;35.041666666666664;29.737439583667527;265942287.5687639;0.0 
 08/06  14:00:00;36.083333333333336;30.07210598222355;286819174.8127589;0.0 
 08/06  15:00:00;37.141666666666666;30.40090339684311;306206362.8696573;0.0 
 08/06  16:00:00;37.833333333333336;30.652942848771847;316747089.5103524;0.0 
 08/06  17:00:00;38.0;30.793445918876923;319981207.7677021;0.0 
 08/06  18:00:00;37.300000000000004;30.791770698005426;307118524.022375;0.0 
 08/06  19:00:00;35.75;30.64152055601043;276942259.94321936;0.0 
 08/06  20:00:00;34.59166666666667;30.40789774161389;251031649.2337863;0.0 
 08/06  21:00:00;33.891666666666666;30.191134166937733;238174364.40965667;0.0 
 08/06  22:00:00;33.30833333333333;30.004574626449113;225094165.79347903;0.0 
 08/06  23:00:00;32.75;29.83962287970591;209847220.88498902;0.0 
 08/06  24:00:00;32.208333333333336;29.689797601447268;196685633.34383678;0.0 
 08/07  01:00:00;31.825;29.553563148714005;185957196.802499;0.0 
 08/07  02:00:00;31.583333333333332;29.42663281013854;177938037.3329736;0.0 
 08/07  03:00:00;31.325;29.305926779540243;170106871.44701254;0.0 
 08/07  04:00:00;31.083333333333332;29.189288427883707;163585827.17756042;0.0 
 08/07  05:00:00;30.416666666666668;29.06866390280274;148254607.34306315;0.0 
 08/07  06:00:00;29.766666666666666;28.94791261309547;7366097.803896082;0.0 
 08/07  07:00:00;29.25;28.85968764594989;4245229.791438132;0.0 
 08/07  08:00:00;29.583333333333332;28.877724097584068;4073498.801095426;0.0 
 08/07  09:00:00;30.116666666666664;28.94165524318375;4200632.3560874;0.0 
 08/07  10:00:00;30.666666666666668;29.07093795551693;4523412.637818313;0.0 
 08/07  11:00:00;32.166666666666664;29.253758766316775;5001715.600027753;0.0 
 08/07  12:00:00;33.35;29.438577319656332;5507782.756516147;0.0 
 08/07  13:00:00;31.90833333333333;29.587360598232692;5970087.313456466;0.0 
 08/07  14:00:00;29.066666666666666;29.69397621586046;6382519.429929461;0.0 
 08/07  15:00:00;26.208333333333332;29.45853911721741;6240043.279798962;0.0 
 08/07  16:00:00;25.0;28.994488250229853;4902023.741269879;0.0 
 08/07  17:00:00;25.0;28.704468236678622;4038265.5191578697;0.0 
 08/07  18:00:00;25.349999999999998;28.282080223236743;3207089.395114744;0.0 
 08/07  19:00:00;25.833333333333332;27.96227869085368;2567584.8387626563;0.0 
 08/07  20:00:00;25.88333333333334;27.72503854690015;2195850.4229617864;0.0 
 08/07  21:00:00;25.683333333333334;27.668807021195363;1974976.6364774802;0.0 
 08/07  22:00:00;25.833333333333332;27.627988426976938;1225494.674386216;0.0 
 08/07  23:00:00;26.0;27.578414318438337;4848509.536020138;0.0 
 08/07  24:00:00;25.88333333333334;27.47319645902161;1108579.8118995854;0.0 
 08/08  01:00:00;25.8;27.33948843676542;0.0;0.0 
 08/08  02:00:00;25.741666666666664;27.20074796320847;0.0;0.0 
 08/08  03:00:00;25.7;27.073158335732668;0.0;0.0 
 08/08  04:00:00;25.875;27.0585846908742;671349.2036177636;0.0 
 08/08  05:00:00;26.0;27.016302144543193;2700386.0093171;0.0 
 08/08  06:00:00;25.650000000000002;26.94177078223224;2069883.7746412135;0.0 
 08/08  07:00:00;25.166666666666668;26.898625257331485;1309038.4655504571;0.0 
 08/08  08:00:00;25.583333333333332;26.967405848689154;1285406.5825983987;0.0 
 08/08  09:00:00;26.291666666666668;27.089527862453792;1393198.3280301022;0.0 
 08/08  10:00:00;27.375;27.289139530615113;1510053.5189924515;0.0 
 08/08  11:00:00;28.583333333333332;27.56443955125613;1975758.1651349713;0.0 
 08/08  12:00:00;29.933333333333334;27.888183037643163;2702540.9594700495;0.0 
 08/08  13:00:00;31.358333333333334;28.245786692894594;3626415.3717342103;0.0 
 08/08  14:00:00;32.71666666666667;28.6298458043868;4683934.962972001;0.0 
 08/08  15:00:00;34.05833333333333;29.000463263977867;5729154.541319858;0.0 
 08/08  16:00:00;34.833333333333336;29.288666734221536;6532932.554840228;0.0 
 08/08  17:00:00;35.583333333333336;29.48021084471419;7026421.761799029;0.0 
 08/08  18:00:00;36.11666666666667;29.56055412954988;7174918.687259976;0.0 
 08/08  19:00:00;35.5;29.496031350193807;6902971.450591476;0.0 
 08/08  20:00:00;34.125;29.327748627481867;6329477.744040613;0.0 
 08/08  21:00:00;32.68333333333333;29.155441172770484;5731393.699448226;0.0 
 08/08  22:00:00;31.458333333333332;29.00378569247724;165611835.34854794;0.0 
 08/08  23:00:00;31.0;28.878973668633957;171203096.45574483;0.0 
 08/08  24:00:00;30.88333333333334;28.772948836966904;158849692.95594147;0.0 
 08/09  01:00:00;30.508333333333336;28.671781493166815;147397526.8330812;0.0 
 08/09  02:00:00;29.95;28.574136581611402;131906414.11912864;0.0 
 08/09  03:00:00;29.40833333333333;28.47903405621649;117057404.68605958;0.0 
 08/09  04:00:00;29.083333333333332;28.38721033293818;106073937.07990631;0.0 
 08/09  05:00:00;27.25;28.270976985490876;47740758.131992996;0.0 
 08/09  06:00:00;26.816666666666666;28.161691545566523;5653973.15522728;0.0 
 08/09  07:00:00;27.166666666666668;28.09131295633532;3216525.6130313952;0.0 
 08/09  08:00:00;27.583333333333332;28.11686327831551;2782532.6810776484;0.0 
 08/09  09:00:00;28.46666666666667;28.202952569765163;2904155.5493496545;0.0 
 08/09  10:00:00;30.083333333333332;28.38906972511818;3317587.105786476;0.0 
 08/09  11:00:00;32.166666666666664;28.689533009683885;4065126.3862115014;0.0 
 08/09  12:00:00;33.46666666666667;29.0669056077142;5115607.702749389;0.0 
 08/09  13:00:00;34.324999999999996;29.475258329121512;6349386.927827242;0.0 
 08/09  14:00:00;35.28333333333333;29.876854823464445;7601170.3471839605;0.0 
 08/09  15:00:00;36.225;30.224457077648477;8679589.466337977;0.0 
 08/09  16:00:00;36.833333333333336;30.470131181040927;9423471.511526218;0.0 
 08/09  17:00:00;37.0;30.593153618802287;9752535.43981087;0.0 
 08/09  18:00:00;37.23333333333334;30.58081604053857;9620721.212408828;0.0 
 08/09  19:00:00;36.583333333333336;30.4371555358608;9065695.290642222;0.0 
 08/09  20:00:00;35.53333333333333;30.225397967334704;8301715.844245247;0.0 
 08/09  21:00:00;34.733333333333334;30.024211385710373;7576336.3463560315;0.0 
 08/09  22:00:00;34.166666666666664;29.850590829581165;211868317.27998036;0.0 
 08/09  23:00:00;33.416666666666664;29.696709549413768;224021566.1413644;0.0 
 08/09  24:00:00;32.53333333333333;29.54915860881313;201458170.89307308;0.0 
 08/10  01:00:00;31.90833333333333;29.40810608917728;185141604.745009;0.0 
 08/10  02:00:00;31.349999999999998;29.275424873263233;171007327.32069615;0.0 
 08/10  03:00:00;30.808333333333334;29.14832331295366;156730017.67231506;0.0 
 08/10  04:00:00;30.25;29.02667231420504;143548081.22895458;0.0 
 08/10  05:00:00;30.0;28.9110243435004;138785339.29033446;0.0 
 08/10  06:00:00;29.650000000000002;28.800970789472856;7025914.398083381;0.0 
 08/10  07:00:00;29.166666666666668;28.702857553809892;4015067.0009545465;0.0 
 08/10  08:00:00;29.583333333333332;28.704675336419342;3786912.7386612957;0.0 
 08/10  09:00:00;30.349999999999998;28.770666409463285;3912854.523015732;0.0 
 08/10  10:00:00;31.416666666666668;28.936297245453375;4319678.003140423;0.0 
 08/10  11:00:00;33.75;29.228156623014836;5087889.108857492;0.0 
 08/10  12:00:00;35.35;29.595132383794933;6149970.741740497;0.0 
 08/10  13:00:00;36.416666666666664;29.985914643983396;7373067.044191515;0.0 
 08/10  14:00:00;37.81666666666667;30.38426134484583;8656102.176765457;0.0 
 08/10  15:00:00;39.21666666666667;30.75628374954178;9858625.029964691;0.0 
 08/10  16:00:00;39.858333333333334;31.038833994846232;10767298.98779136;0.0 
 08/10  17:00:00;39.958333333333336;31.192809779821204;11226370.224693134;0.0 
 08/10  18:00:00;39.59166666666667;31.19337939472108;11148253.500919323;0.0 
 08/10  19:00:00;39.125;31.05287019823091;10589087.056114208;0.0 
 08/10  20:00:00;38.300000000000004;30.823873150911755;9747672.768237341;0.0 
 08/10  21:00:00;37.041666666666664;30.596390080902935;8918878.95533742;0.0 
 08/10  22:00:00;36.09166666666667;30.39841470622856;251620478.9757712;0.0 
 08/10  23:00:00;35.333333333333336;30.2269968471157;264319176.25090805;0.0 
 08/10  24:00:00;34.65;30.072522201424203;248662703.09623802;0.0 
 08/11  01:00:00;34.050000000000004;29.929973921472563;232540218.4629412;0.0 
 08/11  02:00:00;33.508333333333326;29.79605408925863;213476971.2726571;0.0 
 08/11  03:00:00;32.95000000000001;29.666801873056894;194645212.48046815;0.0 
 08/11  04:00:00;32.291666666666664;29.395035759978597;174441686.9012815;0.0 
 08/11  05:00:00;31.416666666666668;29.03125372036474;155720254.47903398;0.0 
 08/11  06:00:00;30.416666666666668;28.770977767512008;6453937.370168894;0.0 
 08/11  07:00:00;30.0;28.614150205840584;3747832.3508138238;0.0 
 08/11  08:00:00;30.058333333333337;28.59001178007122;3483995.266487896;0.0 
 08/11  09:00:00;30.21666666666667;28.536243370142575;3412637.512252193;0.0 
 08/11  10:00:00;31.291666666666668;28.37082445863314;3167861.1993046626;0.0 
 08/11  11:00:00;33.166666666666664;28.274176234215115;2966159.940253632;0.0 
 08/11  12:00:00;35.28333333333333;28.218715247794336;2842028.6881484725;0.0 
 08/11  13:00:00;34.625;28.246636209269838;2852482.519243159;0.0 
 08/11  14:00:00;31.86666666666666;28.529291223959092;3367177.116621486;0.0 
 08/11  15:00:00;29.125;28.55850595394364;3864766.6915671146;0.0 
 08/11  16:00:00;31.5;28.253741661932334;3281539.0456729867;0.0 
 08/11  17:00:00;32.833333333333336;28.034486795725883;2651253.2975757993;0.0 
 08/11  18:00:00;32.583333333333336;27.927263395245603;2372999.0655827145;0.0 
 08/11  19:00:00;33.0;27.838277989563228;2222241.7128425045;0.0 
 08/11  20:00:00;32.18333333333334;27.671292539914873;1975459.8594536139;0.0 
 08/11  21:00:00;30.78333333333333;27.480833660119618;1712725.9326298432;0.0 
 08/11  22:00:00;29.5;27.23239028834338;77667862.0696239;0.0 
 08/11  23:00:00;28.708333333333332;27.17894581742354;79718882.01414981;0.0 
 08/11  24:00:00;28.208333333333332;27.180047192140474;75435018.98272026;0.0 
 08/12  01:00:00;28.116666666666664;27.12922962333658;69953006.40328974;0.0 
 08/12  02:00:00;28.258333333333336;27.078068621785075;69935995.19785671;0.0 
 08/12  03:00:00;28.416666666666668;27.026446946066866;70326846.21727642;0.0 
 08/12  04:00:00;28.791666666666668;26.97974246163138;78043501.48470894;0.0 
 08/12  05:00:00;29.0;26.935061655367107;80146631.15599237;0.0 
 08/12  06:00:00;28.066666666666666;26.876831203146917;1459050.110962079;0.0 
 08/12  07:00:00;27.166666666666668;26.827045785105224;1112983.552566672;0.0 
 08/12  08:00:00;27.583333333333332;26.887887460312914;1136060.1917469946;0.0 
 08/12  09:00:00;28.291666666666668;27.017283178221835;1167270.485705047;0.0 
 08/12  10:00:00;29.958333333333332;27.25957733238533;1507577.239079362;0.0 
 08/12  11:00:00;31.583333333333332;27.606225170091477;2197296.7173531363;0.0 
 08/12  12:00:00;33.166666666666664;28.020746592848315;3195085.7703429796;0.0 
 08/12  13:00:00;34.75833333333333;28.4768064645022;4424322.277131706;0.0 
 08/12  14:00:00;36.11666666666667;28.93791331920103;5742964.621174914;0.0 
 08/12  15:00:00;37.458333333333336;29.36071055369095;6970637.451010237;0.0 
 08/12  16:00:00;38.0;29.68315983195123;7895325.690653301;0.0 
 08/12  17:00:00;38.0;29.871611041621662;8383085.403838733;0.0 
 08/12  18:00:00;37.53333333333333;29.911674479437877;248192697.5846737;0.0 
 08/12  19:00:00;37.083333333333336;29.813225485591488;261690665.8732559;0.0 
 08/12  20:00:00;36.53333333333333;29.627404372202047;243702729.69959956;0.0 
 08/12  21:00:00;35.791666666666664;29.43937229357648;240753712.8587373;0.0 
 08/12  22:00:00;35.208333333333336;29.2806339208931;233647271.77776107;0.0 
 08/12  23:00:00;35.0;29.15212309836421;225623370.36531985;0.0 
 08/12  24:00:00;33.833333333333336;29.026068466161387;198052487.7418347;0.0 
 08/13  01:00:00;32.475;28.89573758720824;168027596.2826437;0.0 
 08/13  02:00:00;31.575;28.774867094852073;148298338.29680198;0.0 
 08/13  03:00:00;30.675;28.655805441680098;127075672.59507114;0.0 
 08/13  04:00:00;30.125;28.54252452097577;117647030.98531725;0.0 
 08/13  05:00:00;29.416666666666668;28.43053448030263;103484583.69637324;0.0 
 08/13  06:00:00;28.88333333333334;28.323095707763418;88909289.95110527;0.0 
 08/13  07:00:00;28.916666666666668;28.245197616582406;89392672.1311746;0.0 
 08/13  08:00:00;29.0;28.246280251173047;92922872.71375938;0.0 
 08/13  09:00:00;29.46666666666667;28.300417390382226;105080693.14914729;0.0 
 08/13  10:00:00;30.5;28.440343565822335;127393052.05600268;0.0 
 08/13  11:00:00;32.166666666666664;28.666337898897414;163136231.55844304;0.0 
 08/13  12:00:00;33.0;28.961324339173927;183130459.67524117;0.0 
 08/13  13:00:00;33.583333333333336;29.300151666739584;193942948.93204814;0.0 
 08/13  14:00:00;34.525;29.6535818241896;218222726.26196152;0.0 
 08/13  15:00:00;35.483333333333334;29.979382123355517;243068935.56083006;0.0 
 08/13  16:00:00;35.958333333333336;30.226785100236068;251606996.97902265;0.0 
 08/13  17:00:00;36.0;30.36155740732299;247363915.52948138;0.0 
 08/13  18:00:00;35.416666666666664;30.35671540142796;235709614.5093171;0.0 
 08/13  19:00:00;34.416666666666664;30.21243097463051;218990580.96875542;0.0 
 08/13  20:00:00;33.708333333333336;29.989032404736758;202094107.31006512;0.0 
 08/13  21:00:00;33.208333333333336;29.780336962316188;185296723.97007266;0.0 
 08/13  22:00:00;33.0;29.60503504455521;182790151.13043314;0.0 
 08/13  23:00:00;32.416666666666664;29.44942281337171;175368184.8769376;0.0 
 08/13  24:00:00;31.825;29.306177616231693;164393189.66894698;0.0 
 08/14  01:00:00;31.349999999999998;29.173438346351045;155286428.9227186;0.0 
 08/14  02:00:00;30.808333333333334;29.045722814446595;141007157.31043437;0.0 
 08/14  03:00:00;30.25;28.92381442375775;127487692.8694744;0.0 
 08/14  04:00:00;29.416666666666668;28.801551326133104;105946581.91544059;0.0 
 08/14  05:00:00;29.0;28.687151580860164;94648724.32595335;0.0 
 08/14  06:00:00;28.53333333333333;28.580285671543447;5966723.234909059;0.0 
 08/14  07:00:00;28.083333333333332;28.488476945494956;3616977.083537697;0.0 
 08/14  08:00:00;28.0;28.48377683561817;3364936.9441121696;0.0 
 08/14  09:00:00;28.7;28.54054398297762;3461309.4658925943;0.0 
 08/14  10:00:00;30.25;28.705909950078624;3824748.295668075;0.0 
 08/14  11:00:00;31.583333333333332;28.947736580281077;4425377.080856096;0.0 
 08/14  12:00:00;32.35;29.200223957580633;5129584.417605148;0.0 
 08/14  13:00:00;33.125;29.45229269706111;5877136.43212256;0.0 
 08/14  14:00:00;33.96666666666667;29.712239503285208;6651041.039266282;0.0 
 08/14  15:00:00;34.824999999999996;29.957094526382136;7382421.938610005;0.0 
 08/14  16:00:00;35.666666666666664;30.163277024560696;8014938.87497265;0.0 
 08/14  17:00:00;31.333333333333332;30.22700137973207;8322527.117703327;0.0 
 08/14  18:00:00;26.833333333333332;29.786130184197116;7594209.10939315;0.0 
 08/14  19:00:00;25.416666666666668;29.10138838994899;5445339.08962196;0.0 
 08/14  20:00:00;25.233333333333334;28.822081991236114;4214990.663232243;0.0 
 08/14  21:00:00;25.63333333333333;28.44138351105453;3518009.3664119067;0.0 
 08/14  22:00:00;25.916666666666668;28.04062748803793;2548480.7758701006;0.0 
 08/14  23:00:00;26.0;27.799993464180385;4180380.2845422956;0.0 
 08/14  24:00:00;26.0;27.71182613814752;4199343.255088889;0.0 
 08/15  01:00:00;25.88333333333334;27.714279069387857;1433567.3465716252;0.0 
 08/15  02:00:00;25.741666666666664;27.58802991882089;0.0;0.0 
 08/15  03:00:00;25.583333333333332;27.409328991571368;0.0;0.0 
 08/15  04:00:00;25.38333333333334;27.197876415268677;0.0;0.0 
 08/15  05:00:00;25.24166666666667;27.011942740761228;0.0;0.0 
 08/15  06:00:00;25.083333333333332;27.227818509696093;3060069.7557502845;0.0 
 08/15  07:00:00;25.0;27.171264711791014;1812799.8451260647;0.0 
 08/15  08:00:00;25.583333333333332;27.204462932452042;1645558.922814885;0.0 
 08/15  09:00:00;26.991666666666664;27.31364062639172;1535984.0400410132;0.0 
 08/15  10:00:00;28.458333333333332;27.519521208254442;1761179.4582345928;0.0 
 08/15  11:00:00;30.166666666666668;27.79991859102151;2294854.580306267;0.0 
 08/15  12:00:00;31.700000000000006;28.095615479150016;2976447.541902023;0.0 
 08/15  13:00:00;32.84166666666667;28.377576323239964;3712666.9408345297;0.0 
 08/15  14:00:00;34.0;28.69950539785721;4612553.430725314;0.0 
 08/15  15:00:00;35.141666666666666;29.067346802850334;5681755.832476543;0.0 
 08/15  16:00:00;35.833333333333336;29.387623030362022;6635388.374020709;0.0 
 08/15  17:00:00;36.0;29.591253620580574;7230428.907074799;0.0 
 08/15  18:00:00;36.35;29.666235952353677;7391366.381436484;0.0 
 08/15  19:00:00;35.666666666666664;29.59921122528355;7114061.6582327075;0.0 
 08/15  20:00:00;34.358333333333334;29.431500049576698;6535228.145877656;0.0 
 08/15  21:00:00;33.25833333333333;29.265358983256885;5942872.483063663;0.0 
 08/15  22:00:00;32.333333333333336;29.119620535025792;177878867.37687522;0.0 
 08/15  23:00:00;32.0;29.00064955959937;185481962.92198172;0.0 
 08/15  24:00:00;31.416666666666668;28.893313302058516;164817681.03397828;0.0 
 08/16  01:00:00;30.825;28.789467047363573;151603525.91793412;0.0 
 08/16  02:00:00;30.583333333333332;28.697277596837495;142841981.87543812;0.0 
 08/16  03:00:00;30.325;28.606158184680385;132919768.45548353;0.0 
 08/16  04:00:00;30.083333333333332;28.51342720552657;126028658.15464869;0.0 
 08/16  05:00:00;30.0;28.424042753717075;126423210.47783762;0.0 
 08/16  06:00:00;29.53333333333333;28.33027632903004;5500776.238034764;0.0 
 08/16  07:00:00;29.083333333333332;28.25064950897244;3330798.8538095173;0.0 
 08/16  08:00:00;29.0;28.262774235454902;3021750.7767779934;0.0 
 08/16  09:00:00;29.875;28.336458024855435;3142216.8622932606;0.0 
 08/16  10:00:00;31.375;28.514595549787302;3542992.6650410574;0.0 
 08/16  11:00:00;32.583333333333336;28.787421411724182;4234334.389945223;0.0 
 08/16  12:00:00;33.525;29.10965165455863;5134504.487921806;0.0 
 08/16  13:00:00;34.483333333333334;29.455428520822398;6159469.675331277;0.0 
 08/16  14:00:00;35.541666666666664;29.819524706844053;7274980.452443298;0.0 
 08/16  15:00:00;36.583333333333336;30.160112981284865;8327103.217527803;0.0 
 08/16  16:00:00;37.0;30.413129833844604;9107338.325553704;0.0 
 08/16  17:00:00;37.583333333333336;30.569996966266473;9557457.015013147;0.0 
 08/16  18:00:00;37.65;30.602381709514503;9589803.995793685;0.0 
 08/16  19:00:00;36.40833333333333;30.47863646585762;9131286.541174462;0.0 
 08/16  20:00:00;34.76666666666667;30.2617728934097;8378074.178212453;0.0 
 08/16  21:00:00;33.108333333333334;29.97167524934255;7524885.7527906485;0.0 
 08/16  22:00:00;31.583333333333332;29.412991098172242;140889919.13002956;0.0 
 08/16  23:00:00;31.0;28.936416448763936;147944614.82404998;0.0 
 08/16  24:00:00;30.650000000000002;28.62104830752084;141760874.61070096;0.0 
 08/17  01:00:00;29.875;28.393152118452296;119984787.09986296;0.0 
 08/17  02:00:00;29.03333333333333;28.212621887609703;96127038.14661351;0.0 
 08/17  03:00:00;28.175;28.056163586431865;71961739.81090152;0.0 
 08/17  04:00:00;27.916666666666668;27.913329133175242;63923961.633954614;0.0 
 08/17  05:00:00;28.0;27.78477985906873;64996194.68699822;0.0 
 08/17  06:00:00;27.474999999999998;27.73495322074997;3833244.9745660755;0.0 
 08/17  07:00:00;24.708333333333332;27.620110799475132;2487265.8674554788;0.0 
 08/17  08:00:00;23.0;27.383569028864333;1718668.5391509521;0.0 
 08/17  09:00:00;23.525000000000002;27.275547368714246;1437759.3169140385;0.0 
 08/17  10:00:00;24.541666666666668;27.282900559771292;1373818.4815268326;0.0 
 08/17  11:00:00;25.583333333333332;27.28045991634797;1437683.3599373694;0.0 
 08/17  12:00:00;27.28333333333333;27.21656427866003;1370552.1573466784;0.0 
 08/17  13:00:00;28.724999999999998;27.25698999372523;1373696.9294258144;0.0 
 08/17  14:00:00;29.566666666666666;27.55550472254745;1756931.907815142;0.0 
 08/17  15:00:00;30.425;27.739387063860804;2297078.558694808;0.0 
 08/17  16:00:00;29.166666666666668;27.5250131876511;2013449.630065173;0.0 
 08/17  17:00:00;26.25;27.17942017540909;1388327.1763055176;0.0 
 08/17  18:00:00;24.708333333333332;26.86394937745651;880767.9902220039;0.0 
 08/17  19:00:00;24.208333333333332;26.6131722143268;526692.4540427629;0.0 
 08/17  20:00:00;24.116666666666664;26.50390311350326;250222.18016051175;0.0 
 08/17  21:00:00;24.375;26.455493261712125;125586.07692862765;0.0 
 08/17  22:00:00;24.791666666666668;25.808663672346352;0.0;0.0 
 08/17  23:00:00;25.0;25.859179210796338;0.0;0.0 
 08/17  24:00:00;25.0;25.824226391066464;0.0;0.0 
 08/18  01:00:00;24.941666666666666;25.756580120960816;0.0;0.0 
 08/18  02:00:00;24.900000000000002;25.651782862890627;0.0;0.0 
 08/18  03:00:00;24.841666666666665;25.58624356334522;0.0;0.0 
 08/18  04:00:00;24.333333333333332;25.27452944005799;0.0;0.0 
 08/18  05:00:00;24.0;25.01923138915269;0.0;0.0 
 08/18  06:00:00;24.058333333333334;25.544757696924638;0.0;0.0 
 08/18  07:00:00;24.625;25.692210816434283;0.0;0.0 
 08/18  08:00:00;25.0;25.835661857198172;0.0;0.0 
 08/18  09:00:00;24.88333333333334;26.089940412646445;91523.90505791648;0.0 
 08/18  10:00:00;25.5;26.23172665882824;387649.5380768529;0.0 
 08/18  11:00:00;27.166666666666668;26.252648997378234;423193.70041719684;0.0 
 08/18  12:00:00;28.7;26.258982397851412;362921.35285564285;0.0 
 08/18  13:00:00;29.724999999999998;26.320576104063164;431031.50098776625;0.0 
 08/18  14:00:00;30.683333333333334;26.570327650904016;922161.1190118284;0.0 
 08/18  15:00:00;31.625;26.74462632476646;1358936.7561973396;0.0 
 08/18  16:00:00;32.0;26.730290017098167;1194570.5681494637;0.0 
 08/18  17:00:00;32.0;26.80179476149056;1093271.764561636;0.0 
 08/18  18:00:00;32.0;26.769237059789067;1031232.7866026198;0.0 
 08/18  19:00:00;32.0;26.63561650982319;751933.6609725802;0.0 
 08/18  20:00:00;31.474999999999998;26.544744038200502;547571.0006274254;0.0 
 08/18  21:00:00;30.575;26.486549424789217;440225.5633005201;0.0 
 08/18  22:00:00;30.083333333333332;26.434334600490818;123432863.26355183;0.0 
 08/18  23:00:00;28.833333333333332;26.33553881993544;91729890.07790461;0.0 
 08/18  24:00:00;27.066666666666666;26.23902497640044;30850235.637610614;0.0 
 08/19  01:00:00;26.10833333333333;26.220161702327903;4096803.6025180724;0.0 
 08/19  02:00:00;25.55;25.976474127034606;0.0;0.0 
 08/19  03:00:00;25.008333333333336;25.653841868571234;0.0;0.0 
 08/19  04:00:00;24.916666666666668;25.549897346624505;0.0;0.0 
 08/19  05:00:00;24.88333333333334;25.491542068045344;0.0;0.0 
 08/19  06:00:00;24.683333333333337;25.83981491849536;0.0;0.0 
 08/19  07:00:00;24.833333333333332;25.868715675671563;0.0;0.0 
 08/19  08:00:00;25.583333333333332;26.043191787550636;2838.008635781553;0.0 
 08/19  09:00:00;26.583333333333332;26.27212903422326;441826.94794790004;0.0 
 08/19  10:00:00;28.166666666666668;26.538040104033417;1142912.5520301622;0.0 
 08/19  11:00:00;29.583333333333332;26.866962788252682;1801778.3604194815;0.0 
 08/19  12:00:00;30.525000000000002;27.19615634451509;2443814.3351395708;0.0 
 08/19  13:00:00;31.191666666666666;27.47969882376349;2609198.923956725;0.0 
 08/19  14:00:00;31.75;27.733234644566096;3021396.1038938984;0.0 
 08/19  15:00:00;32.291666666666664;27.991274183359497;3621285.861570785;0.0 
 08/19  16:00:00;32.791666666666664;28.23273133729812;4231263.179149123;0.0 
 08/19  17:00:00;33.0;28.39820957550624;4633430.825884573;0.0 
 08/19  18:00:00;32.94166666666667;28.45323614991844;179694693.67849106;0.0 
 08/19  19:00:00;32.375;28.406460032710836;188926523.91848627;0.0 
 08/19  20:00:00;29.724999999999998;28.263950845643645;116935262.69154197;0.0 
 08/19  21:00:00;25.825;27.727697109121607;16889211.29302875;0.0 
 08/19  22:00:00;24.083333333333332;26.642099592388135;0.0;0.0 
 08/19  23:00:00;24.583333333333332;26.537528605214167;0.0;0.0 
 08/19  24:00:00;24.88333333333334;26.541117083735333;0.0;0.0 
 08/20  01:00:00;24.858333333333334;26.461522822541827;0.0;0.0 
 08/20  02:00:00;25.016666666666666;26.491692488677106;0.0;0.0 
 08/20  03:00:00;25.15833333333333;26.51794053336016;0.0;0.0 
 08/20  04:00:00;25.083333333333332;26.42864067875968;0.0;0.0 
 08/20  05:00:00;25.0;26.321680179891093;0.0;0.0 
 08/20  06:00:00;25.0;26.25957449233729;0.0;0.0 
