Date/Time;Environment:Site Outdoor Air Drybulb Temperature [C](Hourly);BUREAU:Zone Operative Temperature [C](Hourly);BUREAU IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly);BUREAU:Zone Heat Index [C](Hourly) 
 02/12  17:00:00;33.38333333333333;29.297362113706896;98217070.39802095;0.0 
 02/12  18:00:00;33.125;29.244492876479857;94878312.47155723;0.0 
 02/12  19:00:00;31.775000000000002;29.08788574835629;77905715.06768811;0.0 
 02/12  20:00:00;29.73333333333333;28.883483426506842;52103232.244023934;0.0 
 02/12  21:00:00;27.675;28.685863816518292;25756351.34428168;0.0 
 02/12  22:00:00;25.75;28.415978969345478;3342047.043067217;0.0 
 02/12  23:00:00;24.416666666666668;27.698348876400285;0.0;0.0 
 02/12  24:00:00;23.59166666666667;27.076210527119695;0.0;0.0 
 02/13  01:00:00;23.008333333333336;26.571409472704914;0.0;0.0 
 02/13  02:00:00;22.508333333333336;26.12023867885027;0.0;0.0 
 02/13  03:00:00;22.008333333333336;25.673824486251224;0.0;0.0 
 02/13  04:00:00;21.625;25.282698932647524;0.0;0.0 
 02/13  05:00:00;21.383333333333336;24.97381619682042;0.0;0.0 
 02/13  06:00:00;21.125;24.67741718226678;0.0;0.0 
 02/13  07:00:00;20.416666666666668;26.771676966833315;756381.5970837412;0.0 
 02/13  08:00:00;20.583333333333332;26.971364227491534;1019974.9140406597;0.0 
 02/13  09:00:00;21.233333333333334;27.03264473062696;1087318.2981409314;0.0 
 02/13  10:00:00;23.616666666666664;27.18475227256179;1257775.1170555127;0.0 
 02/13  11:00:00;27.416666666666668;27.443309985602678;1643034.4817356614;0.0 
 02/13  12:00:00;30.63333333333334;27.764520370208505;2266393.6637331443;0.0 
 02/13  13:00:00;32.733333333333334;28.123612758833332;3105877.1725649917;0.0 
 02/13  14:00:00;34.275000000000006;28.509392649220256;4129293.1876218193;0.0 
 02/13  15:00:00;35.833333333333336;28.87664215799963;5171814.030014547;0.0 
 02/13  16:00:00;36.324999999999996;29.14508833908712;5973342.807094592;0.0 
 02/13  17:00:00;35.96666666666667;29.26086759986677;6341350.240862975;0.0 
 02/13  18:00:00;35.625;29.239041523051867;6268421.7172175255;0.0 
 02/13  19:00:00;34.041666666666664;29.10215274947039;5833587.6335185645;0.0 
 02/13  20:00:00;31.541666666666668;28.904884532343658;5226825.829659111;0.0 
 02/13  21:00:00;29.041666666666668;28.708876161578473;4642850.961019965;0.0 
 02/13  22:00:00;27.416666666666668;28.536389420908222;4140885.102537986;0.0 
 02/13  23:00:00;26.416666666666668;28.386835830827994;9027549.82823234;0.0 
 02/13  24:00:00;25.416666666666668;28.076794270285948;227913.26154307177;0.0 
 02/14  01:00:00;24.53333333333333;27.46799217100539;0.0;0.0 
 02/14  02:00:00;23.675;26.84990955578698;0.0;0.0 
 02/14  03:00:00;22.833333333333332;26.226798120142835;0.0;0.0 
 02/14  04:00:00;22.09166666666667;25.64699504026521;0.0;0.0 
 02/14  05:00:00;21.450000000000003;25.122337170000012;0.0;0.0 
 02/14  06:00:00;20.791666666666668;24.593666293346445;0.0;0.0 
 02/14  07:00:00;20.849999999999998;26.82198962625361;833453.2858921725;0.0 
 02/14  08:00:00;21.45;27.05010003234648;1123842.1715742943;0.0 
 02/14  09:00:00;22.05;27.101697166179473;1176231.3797965895;0.0 
 02/14  10:00:00;25.625;27.276133963718753;1383998.16588289;0.0 
 02/14  11:00:00;30.333333333333332;27.599504972721334;1903409.3323371778;0.0 
 02/14  12:00:00;31.88333333333334;27.969797388818165;2688773.722896645;0.0 
 02/14  13:00:00;32.5;28.342593421600792;3645797.923754319;0.0 
 02/14  14:00:00;33.70000000000001;28.722954040202325;4703105.748360461;0.0 
 02/14  15:00:00;34.9;29.072491796942774;5706930.264068273;0.0 
 02/14  16:00:00;35.86666666666667;29.32973908373019;6463887.190979709;0.0 
 02/14  17:00:00;36.666666666666664;29.455317013958553;6823361.019866866;0.0 
 02/14  18:00:00;36.125;29.43341155325305;6737981.017660407;0.0 
 02/14  19:00:00;34.21666666666667;29.292700408758645;6277682.565369889;0.0 
 02/14  20:00:00;32.074999999999996;29.10673096574033;5664922.69779796;0.0 
 02/14  21:00:00;29.916666666666668;28.91893664207159;5077804.405994174;0.0 
 02/14  22:00:00;28.53333333333333;28.748053658487024;4565918.751496775;0.0 
 02/14  23:00:00;27.733333333333334;28.602211194553774;26164161.507836197;0.0 
 02/14  24:00:00;26.933333333333334;28.467461166565624;15652682.95543738;0.0 
 02/15  01:00:00;25.78333333333333;28.25797121971299;2602940.324253831;0.0 
 02/15  02:00:00;24.325;27.46928178501049;0.0;0.0 
 02/15  03:00:00;22.883333333333336;26.53716683516666;0.0;0.0 
 02/15  04:00:00;22.24166666666667;25.978471458823027;0.0;0.0 
 02/15  05:00:00;22.141666666666666;25.731208293664995;0.0;0.0 
 02/15  06:00:00;22.041666666666668;25.508996836909727;0.0;0.0 
 02/15  07:00:00;22.175;27.209469201623914;1308797.1649398806;0.0 
 02/15  08:00:00;22.53333333333333;27.314711692632226;1504636.2370933315;0.0 
 02/15  09:00:00;22.875;27.36053357867782;1539263.5354104284;0.0 
 02/15  10:00:00;28.075;27.57120661796255;1822714.230969826;0.0 
 02/15  11:00:00;31.291666666666668;27.918084889714667;2463193.9511002316;0.0 
 02/15  12:00:00;32.80833333333333;28.297452462872855;3350829.000683254;0.0 
 02/15  13:00:00;35.266666666666666;28.735682693889853;4507786.56699451;0.0 
 02/15  14:00:00;37.208333333333336;29.177575552097966;5780545.774959136;0.0 
 02/15  15:00:00;39.166666666666664;29.58145370618449;6980620.776032511;0.0 
 02/15  16:00:00;40.0;29.86905903223592;7855535.612446412;0.0 
 02/15  17:00:00;40.0;29.994021802302132;8233772.93553319;0.0 
 02/15  18:00:00;39.300000000000004;29.96799784943944;8112818.616073318;0.0 
 02/15  19:00:00;37.225;29.80259393265634;7549301.639907198;0.0 
 02/15  20:00:00;34.525;29.57169703914961;6778721.859254987;0.0 
 02/15  21:00:00;31.825;29.34508140169197;6046488.158274487;0.0 
 02/15  22:00:00;29.941666666666666;29.14546570367057;5421524.201485986;0.0 
 02/15  23:00:00;28.583333333333332;28.970722393671753;37655451.75756179;0.0 
 02/15  24:00:00;27.650000000000002;28.809129916821515;25423614.67195306;0.0 
 02/16  01:00:00;26.816666666666666;28.65866804273618;14441298.80166285;0.0 
 02/16  02:00:00;25.875;28.487335444815855;2699737.3058686526;0.0 
 02/16  03:00:00;24.916666666666668;27.95095574229074;0.0;0.0 
 02/16  04:00:00;24.09166666666667;27.343139726823917;0.0;0.0 
 02/16  05:00:00;23.333333333333332;26.767532552289847;0.0;0.0 
 02/16  06:00:00;22.59166666666667;26.188586279346705;0.0;0.0 
 02/16  07:00:00;21.541666666666668;27.552315930673345;1816964.6789026042;0.0 
 02/16  08:00:00;21.0;27.56914182142685;1903817.9501562065;0.0 
 02/16  09:00:00;22.166666666666668;27.585083264901638;1892361.4051739215;0.0 
 02/16  10:00:00;24.75;27.74270843607677;2098122.469883777;0.0 
 02/16  11:00:00;28.333333333333332;28.057723684824072;2661149.7545399414;0.0 
 02/16  12:00:00;31.575000000000006;28.46452226547252;3585273.7433436643;0.0 
 02/16  13:00:00;34.333333333333336;28.897849088118495;4735718.863219979;0.0 
 02/16  14:00:00;37.07500000000001;29.33062486314272;5979265.867679024;0.0 
 02/16  15:00:00;39.833333333333336;29.734343661472355;7178648.618023983;0.0 
 02/16  16:00:00;41.0;30.03458624805919;8113259.832171438;0.0 
 02/16  17:00:00;41.0;30.179930836532368;8582289.660296373;0.0 
 02/16  18:00:00;39.71666666666667;30.15871355401276;8504458.798978828;0.0 
 02/16  19:00:00;37.75;29.9924682879634;7942959.427022272;0.0 
 02/16  20:00:00;35.541666666666664;29.765384858725966;7170772.112624645;0.0 
 02/16  21:00:00;33.041666666666664;29.539053994908773;6430610.952243353;0.0 
 02/16  22:00:00;31.416666666666668;29.34309408737572;5805828.473494919;0.0 
 02/16  23:00:00;30.416666666666668;29.17908883759385;61015390.37338516;0.0 
 02/16  24:00:00;29.708333333333332;29.03204311088469;51686335.07280061;0.0 
 02/17  01:00:00;29.03333333333333;28.89429145661103;42821141.75120726;0.0 
 02/17  02:00:00;28.175;28.76021339870138;31697532.84356698;0.0 
 02/17  03:00:00;27.333333333333332;28.62350186001311;20753611.615697943;0.0 
 02/17  04:00:00;26.53333333333333;28.48911787706199;10307910.421106173;0.0 
 02/17  05:00:00;25.675;28.288109307894427;1016760.5815077112;0.0 
 02/17  06:00:00;24.833333333333332;27.75907081764835;0.0;0.0 
 02/17  07:00:00;24.208333333333332;28.063048615847446;2717303.2259918405;0.0 
 02/17  08:00:00;24.0;27.987859323747074;2547722.6489008237;0.0 
 02/17  09:00:00;24.875;27.9916855161752;2511724.3269144697;0.0 
 02/17  10:00:00;27.075;28.133266228487475;2733725.120188672;0.0 
 02/17  11:00:00;29.833333333333332;28.42141214125994;3326532.636605455;0.0 
 02/17  12:00:00;33.333333333333336;28.811169780543015;4265575.896542926;0.0 
 02/17  13:00:00;36.108333333333334;29.207770828348355;5344500.740044148;0.0 
 02/17  14:00:00;38.00833333333333;29.577668294884706;6433071.417788431;0.0 
 02/17  15:00:00;39.90833333333333;29.93333180802151;7516832.373684185;0.0 
 02/17  16:00:00;40.175000000000004;30.196706839825875;8369628.772695947;0.0 
 02/17  17:00:00;39.275;30.30578250133661;8764661.314374061;0.0 
 02/17  18:00:00;38.375;30.269247388312166;8654935.523292834;0.0 
 02/17  19:00:00;36.6;30.106160927914573;8112685.787121138;0.0 
 02/17  20:00:00;34.199999999999996;29.881245650776364;7363382.402267536;0.0 
 02/17  21:00:00;31.8;29.662834486508018;6648487.293263735;0.0 
 02/17  22:00:00;30.275000000000002;29.47453338663725;6040913.5880996175;0.0 
 02/17  23:00:00;29.433333333333334;29.316890066714205;48842952.52963261;0.0 
 02/17  24:00:00;28.575;29.167984077743068;37689800.17786798;0.0 
 02/18  01:00:00;27.675;29.01825108529791;25969912.42685677;0.0 
 02/18  02:00:00;26.775000000000002;28.86838124378333;14207507.200472537;0.0 
 02/18  03:00:00;25.875;28.700748113446064;2917572.265485115;0.0 
 02/18  04:00:00;25.441666666666666;28.439724654993523;0.0;0.0 
 02/18  05:00:00;25.400000000000002;28.267151598223425;0.0;0.0 
 02/18  06:00:00;25.34166666666667;28.094591230219407;0.0;0.0 
 02/18  07:00:00;25.125;28.170172802791765;2882125.9507268085;0.0 
 02/18  08:00:00;25.058333333333337;28.08091323303526;2692436.997067772;0.0 
 02/18  09:00:00;25.21666666666667;28.077118703579917;2647965.6705265827;0.0 
 02/18  10:00:00;26.64166666666667;28.209262150729696;2863184.657170071;0.0 
 02/18  11:00:00;29.0;28.490503552316596;3451929.7822851315;0.0 
 02/18  12:00:00;31.400000000000002;28.865518626957854;4379269.979863521;0.0 
 02/18  13:00:00;33.56666666666667;29.272320526913656;5513472.786382925;0.0 
 02/18  14:00:00;35.56666666666667;29.67528948039137;6720891.249124091;0.0 
 02/18  15:00:00;37.56666666666667;30.043161951187347;7857982.722671881;0.0 
 02/18  16:00:00;38.225;30.302588837660043;8689858.850549735;0.0 
 02/18  17:00:00;37.925000000000004;30.397438340498926;9006054.411670584;0.0 
 02/18  18:00:00;37.625;30.33683534930293;8777453.750751568;0.0 
 02/18  19:00:00;36.50833333333333;30.15137243219162;137625944.398639;0.0 
 02/18  20:00:00;34.80833333333333;29.915792790606655;116569650.83690895;0.0 
 02/18  21:00:00;33.108333333333334;29.69768318465781;97662004.03085941;0.0 
 02/18  22:00:00;31.641666666666666;29.506958091023026;79407840.18666032;0.0 
 02/18  23:00:00;30.34166666666667;29.335979245987442;60229485.07822175;0.0 
 02/18  24:00:00;29.041666666666668;29.171184493127626;43563092.73947133;0.0 
 02/19  01:00:00;27.974999999999998;29.01502438752576;29749616.759949353;0.0 
 02/19  02:00:00;27.075;28.868907535273536;17996366.506358996;0.0 
 02/19  03:00:00;26.175;28.726518420298703;6212235.198614333;0.0 
 02/19  04:00:00;25.858333333333334;28.59485199853006;1874067.6225725678;0.0 
 02/19  05:00:00;25.900000000000002;28.47311478551099;2144333.6427090922;0.0 
 02/19  06:00:00;25.958333333333332;28.35326964137214;2649081.696375698;0.0 
 02/19  07:00:00;26.0;28.23819819546017;2960682.702483106;0.0 
 02/19  08:00:00;26.0;28.148542636012127;2779578.8036186104;0.0 
 02/19  09:00:00;26.0;28.149627506401583;2748886.8023145245;0.0 
 02/19  10:00:00;28.333333333333332;28.28276481368101;32552401.63001075;0.0 
 02/19  11:00:00;31.166666666666668;28.560535392538622;68554406.18418834;0.0 
 02/19  12:00:00;32.46666666666667;28.904972455146574;85454263.50145343;0.0 
 02/19  13:00:00;33.96666666666666;29.28811226053635;104830582.48624001;0.0 
 02/19  14:00:00;35.90833333333333;29.689585391059552;129311100.57390606;0.0 
 02/19  15:00:00;37.866666666666674;30.061663929165377;153639019.05197757;0.0 
 02/19  16:00:00;38.291666666666664;30.319037328250946;159715876.74419403;0.0 
 02/19  17:00:00;38.0;30.411807544337233;156780662.19180098;0.0 
 02/19  18:00:00;37.416666666666664;30.355910094990843;149338207.61601272;0.0 
 02/19  19:00:00;35.65833333333333;30.169964133974116;127553190.76910631;0.0 
 02/19  20:00:00;33.300000000000004;29.924319580796254;98345164.49027883;0.0 
 02/19  21:00:00;30.958333333333332;29.689086778092733;68942697.1686397;0.0 
 02/19  22:00:00;29.416666666666668;29.484284014656453;49202116.991996795;0.0 
 02/19  23:00:00;28.416666666666668;29.305476563698594;36146583.622545294;0.0 
 02/19  24:00:00;27.416666666666668;29.13767281072748;23060024.862177502;0.0 
 02/20  01:00:00;26.59166666666667;28.97801727811165;12163458.39092722;0.0 
 02/20  02:00:00;25.950000000000003;28.824537492350498;3597424.86825292;0.0 
 02/20  03:00:00;25.291666666666668;28.474597110211096;0.0;0.0 
 02/20  04:00:00;24.708333333333332;28.00276358094834;0.0;0.0 
 02/20  05:00:00;24.208333333333332;27.573676293836005;0.0;0.0 
 02/20  06:00:00;23.708333333333332;27.14655940049283;0.0;0.0 
 02/20  07:00:00;22.625;26.417404385062564;0.0;0.0 
 02/20  08:00:00;22.583333333333332;26.182476560491867;0.0;0.0 
 02/20  09:00:00;23.875;26.796527274310577;0.0;0.0 
 02/20  10:00:00;26.541666666666668;27.87516752541327;11237054.814952899;0.0 
 02/20  11:00:00;29.75;28.30038732770286;50458800.84182054;0.0 
 02/20  12:00:00;32.516666666666666;28.702160790028902;85662546.98758553;0.0 
 02/20  13:00:00;34.475;29.125888405695388;110642809.59290786;0.0 
 02/20  14:00:00;35.916666666666664;29.538028793766955;129094864.9834248;0.0 
 02/20  15:00:00;37.375;29.893298469858806;148053201.28445336;0.0 
 02/20  16:00:00;38.291666666666664;30.128015620650828;159484343.85999745;0.0 
 02/20  17:00:00;38.791666666666664;30.216629313111927;165430792.29206982;0.0 
 02/20  18:00:00;38.18333333333334;30.164110055529466;157722371.54228842;0.0 
 02/20  19:00:00;36.666666666666664;29.998586448931192;139315352.9204727;0.0 
 02/20  20:00:00;34.541666666666664;29.778347954987566;113256478.56778294;0.0 
 02/20  21:00:00;32.041666666666664;29.5536639380003;81972226.53329977;0.0 
 02/20  22:00:00;30.416666666666668;29.355835804766258;61386253.719663925;0.0 
 02/20  23:00:00;28.833333333333332;29.17398338206604;41128250.069643386;0.0 
 02/20  24:00:00;27.708333333333332;29.001386184752704;26464498.45310541;0.0 
 02/21  01:00:00;26.916666666666668;28.844578135568128;16010615.447762886;0.0 
 02/21  02:00:00;25.916666666666668;28.675997584545502;3398159.3489424237;0.0 
 02/21  03:00:00;24.916666666666668;28.147327169967372;0.0;0.0 
 02/21  04:00:00;24.09166666666667;27.53507530689443;0.0;0.0 
 02/21  05:00:00;23.450000000000003;27.006706956540736;0.0;0.0 
 02/21  06:00:00;22.791666666666668;26.475782536285397;0.0;0.0 
 02/21  07:00:00;22.208333333333332;27.75507323122187;2140250.237784266;0.0 
 02/21  08:00:00;22.291666666666668;27.783870749727075;2221000.8362521143;0.0 
 02/21  09:00:00;22.791666666666668;27.784644890917097;2184087.2520401888;0.0 
 02/21  10:00:00;25.333333333333332;27.873011049354144;2279317.725845678;0.0 
 02/21  11:00:00;28.75;28.059700693712;2581678.056129093;0.0 
 02/21  12:00:00;31.458333333333332;28.31321327464872;3100713.219618157;0.0 
 02/21  13:00:00;33.49166666666667;28.59422817081563;3777392.3067194656;0.0 
 02/21  14:00:00;35.13333333333333;28.88279051533637;4546998.369714161;0.0 
 02/21  15:00:00;36.791666666666664;29.152156102764092;5321259.646980069;0.0 
 02/21  16:00:00;37.32500000000001;29.340917219011715;5906085.1763776485;0.0 
 02/21  17:00:00;37.083333333333336;29.42912817503215;6213052.227922916;0.0 
 02/21  18:00:00;36.416666666666664;29.41853515487438;6219607.501065148;0.0 
 02/21  19:00:00;34.833333333333336;29.29447272849191;5885340.043451268;0.0 
 02/21  20:00:00;33.125;29.11974328238684;5372349.483204907;0.0 
 02/21  21:00:00;31.625;28.96358654062878;4895293.48266387;0.0 
 02/21  22:00:00;30.241666666666664;28.819260593561836;4479540.483372163;0.0 
 02/21  23:00:00;28.883333333333336;28.68212058516475;40614506.963148244;0.0 
 02/21  24:00:00;27.541666666666668;28.555057215454394;23397337.140081465;0.0 
 02/22  01:00:00;26.358333333333334;28.425228127399905;8058556.621231381;0.0 
 02/22  02:00:00;25.316666666666663;28.078914404160496;0.0;0.0 
 02/22  03:00:00;24.258333333333336;27.379435754654384;0.0;0.0 
 02/22  04:00:00;23.450000000000003;26.76972621348921;0.0;0.0 
 02/22  05:00:00;22.849999999999998;26.270375754965283;0.0;0.0 
 02/22  06:00:00;22.25;25.770203518836308;0.0;0.0 
 02/22  07:00:00;22.349999999999998;27.34164348950968;1491050.1663365306;0.0 
 02/22  08:00:00;22.95;27.43356503370137;1671671.8505860977;0.0 
 02/22  09:00:00;23.55;27.47421185532927;1698669.1306670764;0.0 
 02/22  10:00:00;25.608333333333334;27.640791942029278;1932626.117809546;0.0 
 02/22  11:00:00;28.708333333333332;27.966499405989865;2525526.0044063474;0.0 
 02/22  12:00:00;32.041666666666664;28.39003788845233;3483284.9444335643;0.0 
 02/22  13:00:00;34.141666666666666;28.8319077651235;4659510.85492752;0.0 
 02/22  14:00:00;35.24166666666667;29.25002325492008;5890443.159731484;0.0 
 02/22  15:00:00;36.34166666666667;29.624069449199524;7031848.509579454;0.0 
 02/22  16:00:00;37.5;29.901873462906305;7885652.703141837;0.0 
 02/22  17:00:00;36.71666666666667;30.01280454227069;8244109.116822681;0.0 
 02/22  18:00:00;34.516666666666666;29.947023320223668;8043282.662558677;0.0 
 02/22  19:00:00;32.725;29.752425751610673;7398524.093690953;0.0 
 02/22  20:00:00;31.166666666666668;29.508094453906825;6574086.893191915;0.0 
 02/22  21:00:00;29.625;29.277031292495465;5815089.363368193;0.0 
 02/22  22:00:00;28.416666666666668;29.071648085127475;5175445.141576308;0.0 
 02/22  23:00:00;27.416666666666668;28.89194396371654;22694631.8596945;0.0 
 02/22  24:00:00;26.53333333333333;28.731530397535238;11020826.953285296;0.0 
 02/23  01:00:00;25.675;28.52047479331757;1322652.8037198528;0.0 
 02/23  02:00:00;24.833333333333332;27.983521930924784;0.0;0.0 
 02/23  03:00:00;23.975000000000005;27.362048317700484;0.0;0.0 
 02/23  04:00:00;23.075;26.6997316454914;0.0;0.0 
 02/23  05:00:00;22.233333333333334;26.052499118538872;0.0;0.0 
 02/23  06:00:00;21.375;25.39100914082293;0.0;0.0 
 02/23  07:00:00;20.708333333333332;27.319992329420334;1475083.114818072;0.0 
 02/23  08:00:00;20.208333333333332;27.430896535024065;1688418.4740752869;0.0 
 02/23  09:00:00;22.333333333333332;27.482514157344497;1730834.7801571223;0.0 
 02/23  10:00:00;25.166666666666668;27.66639384257992;1970852.9415207275;0.0 
 02/23  11:00:00;28.333333333333332;27.98385363059221;2538629.1436740514;0.0 
 02/23  12:00:00;31.808333333333337;28.385363438994773;3437397.2464693375;0.0 
 02/23  13:00:00;34.208333333333336;28.79681158006557;4515390.7998865675;0.0 
 02/23  14:00:00;36.108333333333334;29.204992630635584;5679850.200895417;0.0 
 02/23  15:00:00;38.00833333333333;29.59230464646414;6835883.477074816;0.0 
 02/23  16:00:00;38.56666666666667;29.87568728476171;7731732.146599435;0.0 
 02/23  17:00:00;38.166666666666664;29.999340328700598;8138486.434095057;0.0 
 02/23  18:00:00;37.18333333333333;29.9667481968491;8022432.507165212;0.0 
 02/23  19:00:00;35.666666666666664;29.80966263997014;7493169.965685884;0.0 
 02/23  20:00:00;33.833333333333336;29.60056718512166;6782297.15177434;0.0 
 02/23  21:00:00;31.891666666666666;29.399133137620463;6108939.972727193;0.0 
 02/23  22:00:00;30.458333333333332;29.21079198955016;5511439.391146516;0.0 
 02/23  23:00:00;29.416666666666668;29.04026312056257;48220552.13389826;0.0 
 02/23  24:00:00;28.3;28.880188820193386;33735782.261193186;0.0 
 02/24  01:00:00;27.15833333333333;28.72314040424081;18884817.69224492;0.0 
 02/24  02:00:00;26.058333333333334;28.561437690126766;4766323.737607388;0.0 
 02/24  03:00:00;24.958333333333332;28.03895665066642;0.0;0.0 
 02/24  04:00:00;24.03333333333333;27.381367156691706;0.0;0.0 
 02/24  05:00:00;23.175;26.743857156699644;0.0;0.0 
 02/24  06:00:00;22.333333333333332;26.101978748605216;0.0;0.0 
 02/24  07:00:00;21.416666666666668;27.581123045337083;1866608.2537763875;0.0 
 02/24  08:00:00;21.0;27.621608826354628;1985480.835914591;0.0 
 02/24  09:00:00;22.925;27.664840532286785;2005859.6005392305;0.0 
 02/24  10:00:00;26.458333333333332;27.85262784249731;2266861.7899222337;0.0 
 02/24  11:00:00;29.166666666666668;28.169641194338283;2872491.9919432425;0.0 
 02/24  12:00:00;31.400000000000002;28.560226633227376;3799828.5022078836;0.0 
 02/24  13:00:00;33.275;28.977227713180298;4940649.502217377;0.0 
 02/24  14:00:00;34.833333333333336;29.39217483029611;6170670.271697513;0.0 
 02/24  15:00:00;36.375;29.771365132378502;7330497.88003044;0.0 
 02/24  16:00:00;36.82500000000001;30.039081261275815;8177564.729304843;0.0 
 02/24  17:00:00;36.46666666666667;30.149650434114722;8541851.461049132;0.0 
 02/24  18:00:00;36.125;30.117808865421406;8415278.920836039;0.0 
 02/24  19:00:00;34.65833333333333;29.95291526252214;7851352.9129220545;0.0 
 02/24  20:00:00;32.416666666666664;29.72015914015398;7072183.094197122;0.0 
 02/24  21:00:00;30.15833333333333;29.491948218121706;6329393.887746991;0.0 
 02/24  22:00:00;29.083333333333332;29.295008925212624;5698219.885297431;0.0 
 02/24  23:00:00;28.416666666666668;29.11932329866758;36552334.46354343;0.0 
 02/24  24:00:00;27.53333333333333;28.9517028382491;24215533.78188002;0.0 
 02/25  01:00:00;26.791666666666668;28.79697885231956;14382161.484037854;0.0 
 02/25  02:00:00;26.03333333333333;28.647836959610814;4351916.330016007;0.0 
 02/25  03:00:00;25.291666666666668;28.298824020588913;0.0;0.0 
 02/25  04:00:00;24.53333333333333;27.755433913246602;0.0;0.0 
 02/25  05:00:00;23.675;27.137671895304806;0.0;0.0 
 02/25  06:00:00;22.833333333333332;26.51347014731424;0.0;0.0 
 02/25  07:00:00;22.208333333333332;27.763270192637354;2167232.9033755963;0.0 
 02/25  08:00:00;21.416666666666668;27.77400378988501;2224853.1400345857;0.0 
 02/25  09:00:00;22.63333333333334;27.80233515745601;2224592.640240786;0.0 
 02/25  10:00:00;26.25;27.986350197765503;2488204.884288542;0.0 
 02/25  11:00:00;29.866666666666664;28.289829105031618;3070938.5537950783;0.0 
 02/25  12:00:00;33.06666666666667;28.64955662729321;3910615.785072345;0.0 
 02/25  13:00:00;35.333333333333336;29.029737830058526;4933730.2062038835;0.0 
 02/25  14:00:00;36.99166666666667;29.409322483913783;6048859.94860615;0.0 
 02/25  15:00:00;38.63333333333333;29.76473460462596;7134114.3249217;0.0 
 02/25  16:00:00;39.008333333333326;30.026694153779;7978815.226518214;0.0 
 02/25  17:00:00;38.50833333333333;30.146200295059668;8391487.95618215;0.0 
 02/25  18:00:00;38.008333333333326;30.12779686777597;8329077.910562855;0.0 
 02/25  19:00:00;36.69166666666667;29.981422052568632;139609899.184231;0.0 
 02/25  20:00:00;34.733333333333334;29.769612501495732;115452296.42914067;0.0 
 02/25  21:00:00;32.791666666666664;29.56194077929264;91256563.07199581;0.0 
 02/25  22:00:00;31.416666666666668;29.37393500334227;73886915.9825401;0.0 
 02/25  23:00:00;29.833333333333332;29.202519933473038;55027498.9399859;0.0 
 02/25  24:00:00;28.88333333333334;29.049043410790304;43955635.89233032;0.0 
 02/26  01:00:00;28.275000000000002;28.91073741511755;33748893.423572786;0.0 
 02/26  02:00:00;27.316666666666666;28.771042244415828;20890591.44128794;0.0 
 02/26  03:00:00;26.375;28.627967913188083;8590235.642018083;0.0 
 02/26  04:00:00;25.416666666666668;28.325946791295763;249124.8784482392;0.0 
 02/26  05:00:00;24.416666666666668;27.663464249997528;0.0;0.0 
 02/26  06:00:00;23.416666666666668;26.95662373510169;0.0;0.0 
 02/26  07:00:00;23.583333333333332;26.83117192455239;0.0;0.0 
 02/26  08:00:00;24.583333333333332;27.245760793799423;0.0;0.0 
 02/26  09:00:00;25.583333333333332;27.76995701705332;444729.06932433543;0.0 
 02/26  10:00:00;28.333333333333332;28.07242678935177;32190803.592436854;0.0 
 02/26  11:00:00;32.333333333333336;28.351039065265372;82496535.00706965;0.0 
 02/26  12:00:00;35.166666666666664;28.698268989575666;117812768.9646975;0.0 
 02/26  13:00:00;36.70000000000001;29.06010952112851;137092505.965009;0.0 
 02/26  14:00:00;37.84166666666667;29.432191001879882;151614519.60436913;0.0 
 02/26  15:00:00;39.0;29.796043964269202;166235140.8541197;0.0 
 02/26  16:00:00;39.324999999999996;30.07141668284844;170844272.49801898;0.0 
 02/26  17:00:00;39.025;30.20102179187343;167729798.36960825;0.0 
 02/26  18:00:00;38.725;30.189681573658774;164089254.1542514;0.0 
 02/26  19:00:00;37.141666666666666;30.040854231053913;144873296.38147733;0.0 
 02/26  20:00:00;34.583333333333336;29.816924296449656;113595331.89893536;0.0 
 02/26  21:00:00;32.041666666666664;29.59366769602128;82026442.80338468;0.0 
 02/26  22:00:00;30.3;29.394930725084865;60090641.46901363;0.0 
 02/26  23:00:00;29.100000000000005;29.220933466933243;46574524.088785976;0.0 
 02/26  24:00:00;27.900000000000002;29.05767516379123;29201085.628682405;0.0 
 02/27  01:00:00;26.816666666666666;28.901481570628146;14879283.52922184;0.0 
 02/27  02:00:00;25.875;28.734233961211245;2991596.2860146426;0.0 
 02/27  03:00:00;24.916666666666668;28.210840294069826;0.0;0.0 
 02/27  04:00:00;24.208333333333332;27.6610528517391;0.0;0.0 
 02/27  05:00:00;23.708333333333332;27.21684550526282;0.0;0.0 
 02/27  06:00:00;23.208333333333332;26.77219812134115;0.0;0.0 
 02/27  07:00:00;23.291666666666668;27.862369527153195;2316635.9919849606;0.0 
 02/27  08:00:00;23.791666666666668;27.87996680283941;2369090.7595254118;0.0 
 02/27  09:00:00;24.291666666666668;27.909144764908433;2373462.2477243994;0.0 
 02/27  10:00:00;27.00833333333334;28.075730702111105;2629058.68614359;0.0 
 02/27  11:00:00;31.25;28.41115202850899;3291117.903934894;0.0 
 02/27  12:00:00;34.925000000000004;28.836260724531485;4314169.222540703;0.0 
 02/27  13:00:00;37.40833333333333;29.277363664532803;5538371.185289369;0.0 
 02/27  14:00:00;39.30833333333334;29.708445565729587;6839619.64982461;0.0 
 02/27  15:00:00;41.208333333333336;30.108945445575458;8086451.475832814;0.0 
